hour,temperature,demand
3,19.87,75.78
4,19.7,74.35
5,19.87,86.09
6,20.37,113.97
7,21.16,128.68
8,22.2,127.24
9,23.4,125.87
10,24.7,109.11
11,25.99,120.01
12,27.2,117.23
13,28.23,126.67
14,29.03,126.68
15,29.53,133.35
16,29.7,140.83
17,29.53,206.19
18,29.03,193.29
19,28.23,182.51
20,27.2,181.75
21,25.99,175.8
22,24.7,161.51
23,23.4,101.11
0,12.69,77.43
1,11.65,85.65
2,10.86,97.6
3,10.36,87.41
4,10.19,98.99
5,10.36,77.93
6,10.86,150.75
7,11.65,146.69
8,12.69,144.66
9,13.89,135.45
10,15.19,114.51
11,16.48,111.8
12,17.69,109.25
13,18.72,109.62
14,19.52,106.55
15,20.02,105.87
16,20.19,109.86
17,20.02,155.26
18,19.52,180.6
19,18.72,165.02
20,17.69,166.53
21,16.48,171.37
22,15.19,149.03
23,13.89,103.46
0,22.7,56.46
1,21.67,73.75
2,20.87,77.54
3,20.37,61.3
4,20.2,75.07
5,20.37,74.02
6,20.87,126.9
7,21.67,143.75
8,22.7,117.96
9,23.91,127.12
10,25.2,110.58
11,26.5,114.1
12,27.7,125.5
13,28.74,121.84
14,29.53,123.41
15,30.03,138.27
16,30.2,128.87
17,30.03,208.0
18,29.53,203.21
19,28.74,170.32
20,27.7,188.11
21,26.5,161.71
22,25.2,163.42
23,23.91,114.83
0,13.49,65.07
1,12.46,70.45
2,11.66,88.85
3,11.16,86.52
4,10.99,87.34
5,11.16,103.13
6,11.66,143.47
7,12.46,141.86
8,13.49,149.27
9,14.7,141.13
10,15.99,109.66
11,17.29,100.65
12,18.49,100.08
13,19.53,100.82
14,20.32,101.0
15,20.82,99.76
16,20.99,98.33
17,20.82,176.91
18,20.32,184.37
19,19.53,173.72
20,18.49,184.63
21,17.29,150.49
22,15.99,166.89
23,14.7,116.75
0,14.72,88.13
1,13.68,82.01
2,12.89,78.91
3,12.39,73.19
4,12.22,73.85
5,12.39,86.95
6,12.89,142.69
7,13.68,138.04
8,14.72,127.68
9,15.93,132.29
10,17.22,120.01
11,18.51,112.08
12,19.72,112.4
13,20.76,102.92
14,21.55,102.26
15,22.05,103.76
16,22.22,98.85
17,22.05,158.66
18,21.55,154.32
19,20.76,161.82
20,19.72,151.35
21,18.51,170.05
22,17.22,164.82
23,15.93,121.48
0,31.59,102.14
1,30.55,85.64
2,29.76,102.72
3,29.26,106.2
4,29.09,96.94
5,29.26,86.01
6,29.76,158.42
7,30.55,158.38
8,31.59,155.19
9,32.79,177.82
10,34.09,152.28
11,35.38,157.66
12,36.59,175.34
13,37.62,183.03
14,38.42,184.36
15,38.92,189.53
16,39.09,191.32
17,38.92,247.59
18,38.42,225.08
19,37.62,230.61
20,36.59,228.44
21,35.38,225.95
22,34.09,218.45
23,32.79,144.35
0,24.53,74.27
1,23.49,70.74
2,22.7,62.89
3,22.2,78.63
4,22.03,63.93
5,22.2,76.06
6,22.7,120.37
7,23.49,124.29
8,24.53,134.68
9,25.73,142.92
10,27.03,119.81
11,28.32,134.41
12,29.53,129.25
13,30.56,137.47
14,31.36,128.17
15,31.86,145.75
16,32.03,146.26
17,31.86,207.65
18,31.36,207.77
19,30.56,192.23
20,29.53,184.3
21,28.32,178.01
22,27.03,168.76
23,25.73,103.11
0,22.76,91.84
1,21.72,84.0
2,20.93,87.17
3,20.43,63.32
4,20.26,85.64
5,20.43,76.01
6,20.93,120.74
7,21.72,147.74
8,22.76,122.49
9,23.97,119.28
10,25.26,104.08
11,26.55,105.55
12,27.76,113.88
13,28.8,136.69
14,29.59,138.62
15,30.09,128.78
16,30.26,137.52
17,30.09,178.4
18,29.59,188.31
19,28.8,192.82
20,27.76,191.44
21,26.55,180.46
22,25.26,146.68
23,23.97,111.42
0,31.21,112.48
1,30.17,91.8
2,29.38,100.68
3,28.88,76.39
4,28.71,85.8
5,28.88,90.61
6,29.38,155.34
7,30.17,157.8
8,31.21,169.76
9,32.41,190.1
10,33.71,152.17
11,35.0,162.53
12,36.21,164.44
13,37.24,180.28
14,38.04,179.69
15,38.54,182.68
16,38.71,189.75
17,38.54,228.53
18,38.04,241.43
19,37.24,222.95
20,36.21,221.94
21,35.0,221.05
22,33.71,213.55
23,32.41,147.58
0,14.28,78.34
1,13.25,76.36
2,12.45,73.76
3,11.95,82.98
4,11.78,83.37
5,11.95,97.42
6,12.45,138.59
7,13.25,133.97
8,14.28,123.29
9,15.49,119.05
10,16.78,110.69
11,18.08,110.86
12,19.28,104.96
13,20.32,103.32
14,21.11,120.79
15,21.61,106.28
16,21.78,120.99
17,21.61,155.8
18,21.11,152.42
19,20.32,171.53
20,19.28,153.22
21,18.08,170.87
22,16.78,154.28
23,15.49,101.07
0,29.17,85.55
1,28.13,85.23
2,27.34,68.19
3,26.84,91.37
4,26.67,83.54
5,26.84,89.98
6,27.34,132.52
7,28.13,156.05
8,29.17,163.32
9,30.38,161.03
10,31.67,146.82
11,32.96,161.05
12,34.17,150.76
13,35.21,168.57
14,36.0,152.8
15,36.5,179.94
16,36.67,171.72
17,36.5,228.28
18,36.0,223.51
19,35.21,229.78
20,34.17,205.97
21,32.96,215.52
22,31.67,214.4
23,30.38,135.47
0,29.3,94.8
1,28.26,77.11
2,27.47,83.45
3,26.97,87.0
4,26.8,93.41
5,26.97,78.42
6,27.47,143.99
7,28.26,137.39
8,29.3,148.03
9,30.51,151.98
10,31.8,153.04
11,33.09,153.9
12,34.3,147.33
13,35.34,169.69
14,36.13,185.91
15,36.63,169.2
16,36.8,170.37
17,36.63,223.11
18,36.13,220.33
19,35.34,241.95
20,34.3,211.16
21,33.09,196.87
22,31.8,214.12
23,30.51,136.5
0,20.28,66.78
1,19.24,99.98
2,18.45,64.7
3,17.95,59.46
4,17.78,64.79
5,17.95,91.45
6,18.45,138.54
7,19.24,112.89
8,20.28,129.99
9,21.49,118.57
10,22.78,103.46
11,24.07,105.16
12,25.28,112.55
13,26.32,110.84
14,27.11,111.21
15,27.61,126.17
16,27.78,129.62
17,27.61,168.22
18,27.11,178.79
19,26.32,164.56
20,25.28,169.42
21,24.07,170.77
22,22.78,149.04
23,21.49,105.47
0,20.53,69.53
1,19.5,57.19
2,18.7,73.91
3,18.2,79.88
4,18.03,82.46
5,18.2,79.17
6,18.7,136.64
7,19.5,122.37
8,20.53,118.25
9,21.74,131.02
10,23.03,101.73
11,24.33,102.78
12,25.53,103.99
13,26.57,113.02
14,27.36,127.91
15,27.86,114.17
16,28.03,127.88
17,27.86,176.24
18,27.36,175.39
19,26.57,161.55
20,25.53,156.2
21,24.33,174.55
22,23.03,156.82
23,21.74,101.83
0,3.71,126.92
1,2.68,128.66
2,1.88,132.7
3,1.38,116.68
4,1.21,127.65
5,1.38,115.74
6,1.88,179.71
7,2.68,173.67
8,3.71,161.61
9,4.92,164.59
10,6.21,136.69
11,7.51,143.87
12,8.71,117.91
13,9.75,114.55
14,10.54,128.07
15,11.04,115.05
16,11.21,117.66
17,11.04,175.59
18,10.54,189.48
19,9.75,167.37
20,8.71,161.3
21,7.51,203.87
22,6.21,191.9
23,4.92,142.17
0,27.81,87.98
1,26.77,89.52
2,25.98,99.56
3,25.48,74.05
4,25.31,59.7
5,25.48,84.13
6,25.98,126.6
7,26.77,135.36
8,27.81,138.52
9,29.02,157.93
10,30.31,131.74
11,31.6,144.4
12,32.81,141.08
13,33.85,159.04
14,34.64,152.09
15,35.14,161.15
16,35.31,165.71
17,35.14,218.45
18,34.64,222.02
19,33.85,223.64
20,32.81,218.83
21,31.6,193.56
22,30.31,184.6
23,29.02,138.69
0,27.34,75.81
1,26.3,72.75
2,25.51,78.95
3,25.01,70.94
4,24.84,95.6
5,25.01,70.93
6,25.51,119.64
7,26.3,127.65
8,27.34,127.62
9,28.54,159.84
10,29.84,127.78
11,31.13,140.83
12,32.34,136.83
13,33.37,154.83
14,34.17,163.25
15,34.67,158.78
16,34.84,166.96
17,34.67,232.36
18,34.17,219.56
19,33.37,218.61
20,32.34,215.36
21,31.13,185.92
22,29.84,198.88
23,28.54,128.15
0,10.02,89.09
1,8.99,107.56
2,8.19,106.4
3,7.69,111.54
4,7.52,106.53
5,7.69,108.48
6,8.19,135.41
7,8.99,140.43
8,10.02,132.76
9,11.23,140.42
10,12.52,110.83
11,13.82,104.81
12,15.02,99.1
13,16.06,111.12
14,16.85,98.78
15,17.35,110.11
16,17.52,100.93
17,17.35,159.32
18,16.85,162.23
19,16.06,172.08
20,15.02,183.41
21,13.82,156.09
22,12.52,168.93
23,11.23,115.19
0,6.43,115.34
1,5.39,81.04
2,4.6,96.63
3,4.1,95.8
4,3.93,102.12
5,4.1,110.26
6,4.6,152.14
7,5.39,161.02
8,6.43,165.51
9,7.64,150.26
10,8.93,134.9
11,10.22,117.92
12,11.43,119.15
13,12.47,113.32
14,13.26,119.51
15,13.76,112.13
16,13.93,120.97
17,13.76,154.53
18,13.26,164.02
19,12.47,160.95
20,11.43,172.31
21,10.22,193.3
22,8.93,177.43
23,7.64,136.27
0,20.4,67.44
1,19.37,75.62
2,18.57,73.43
3,18.07,89.15
4,17.9,59.06
5,18.07,88.15
6,18.57,127.51
7,19.37,130.45
8,20.4,138.06
9,21.61,142.53
10,22.9,103.73
11,24.2,106.26
12,25.4,106.61
13,26.44,119.17
14,27.23,119.8
15,27.73,127.38
16,27.9,132.84
17,27.73,168.49
18,27.23,170.36
19,26.44,164.68
20,25.4,179.07
21,24.2,162.09
22,22.9,176.09
23,21.61,105.96
0,13.02,77.65
1,11.99,70.72
2,11.19,87.29
3,10.69,89.78
4,10.52,97.22
5,10.69,79.91
6,11.19,142.26
7,11.99,145.0
8,13.02,127.94
9,14.23,122.57
10,15.52,94.86
11,16.82,107.31
12,18.02,116.97
13,19.06,106.73
14,19.85,105.1
15,20.35,101.86
16,20.52,117.14
17,20.35,177.16
18,19.85,161.74
19,19.06,192.28
20,18.02,173.88
21,16.82,174.93
22,15.52,159.51
23,14.23,104.76
0,13.02,63.49
1,11.99,93.8
2,11.19,78.25
3,10.69,97.94
4,10.52,88.15
5,10.69,83.63
6,11.19,134.03
7,11.99,129.93
8,13.02,125.72
9,14.23,127.09
10,15.52,99.18
11,16.82,117.9
12,18.02,111.53
13,19.06,105.23
14,19.85,113.44
15,20.35,111.34
16,20.52,99.75
17,20.35,180.69
18,19.85,176.1
19,19.06,174.78
20,18.02,149.78
21,16.82,161.35
22,15.52,179.8
23,14.23,106.26
0,6.12,89.84
1,5.09,115.08
2,4.29,118.28
3,3.79,104.53
4,3.62,119.5
5,3.79,105.63
6,4.29,162.96
7,5.09,177.75
8,6.12,161.99
9,7.33,160.84
10,8.62,128.5
11,9.92,116.22
12,11.12,123.69
13,12.16,107.32
14,12.95,112.45
15,13.45,114.79
16,13.62,102.71
17,13.45,149.81
18,12.95,186.02
19,12.16,168.8
20,11.12,187.89
21,9.92,181.44
22,8.62,191.46
23,7.33,123.26
0,3.36,101.23
1,2.33,106.77
2,1.53,107.65
3,1.03,121.65
4,0.86,126.07
5,1.03,113.16
6,1.53,181.13
7,2.33,172.16
8,3.36,160.15
9,4.57,163.51
10,5.86,134.57
11,7.16,133.25
12,8.36,133.71
13,9.4,134.38
14,10.19,112.84
15,10.69,121.26
16,10.86,123.32
17,10.69,166.08
18,10.19,180.01
19,9.4,197.51
20,8.36,200.32
21,7.16,167.21
22,5.86,183.74
23,4.57,141.34
0,12.92,75.96
1,11.88,86.86
2,11.08,74.8
3,10.59,84.36
4,10.42,92.35
5,10.59,94.81
6,11.08,142.49
7,11.88,147.61
8,12.92,139.41
9,14.12,150.49
10,15.42,112.46
11,16.71,106.57
12,17.92,98.83
13,18.95,104.07
14,19.75,110.35
15,20.24,109.19
16,20.42,114.25
17,20.24,164.53
18,19.75,145.33
19,18.95,180.12
20,17.92,178.24
21,16.71,146.42
22,15.42,181.85
23,14.12,102.13
0,3.71,122.96
1,2.67,121.1
2,1.88,127.92
3,1.38,104.93
4,1.21,110.02
5,1.38,113.78
6,1.88,171.66
7,2.67,179.36
8,3.71,153.57
9,4.91,163.37
10,6.21,130.42
11,7.5,120.07
12,8.71,121.7
13,9.74,120.9
14,10.54,123.33
15,11.04,126.27
16,11.21,130.74
17,11.04,161.48
18,10.54,185.59
19,9.74,192.73
20,8.71,172.8
21,7.5,200.78
22,6.21,185.96
23,4.91,132.65
0,21.99,62.02
1,20.96,72.94
2,20.16,61.75
3,19.66,64.37
4,19.49,75.01
5,19.66,67.54
6,20.16,132.25
7,20.96,122.9
8,21.99,137.82
9,23.2,130.66
10,24.49,113.73
11,25.79,114.59
12,26.99,111.48
13,28.03,125.79
14,28.82,119.9
15,29.32,124.15
16,29.49,120.44
17,29.32,183.13
18,28.82,166.31
19,28.03,175.58
20,26.99,165.3
21,25.79,163.97
22,24.49,179.39
23,23.2,118.47
0,4.77,106.48
1,3.73,120.07
2,2.94,114.18
3,2.44,111.39
4,2.27,99.93
5,2.44,110.0
6,2.94,160.91
7,3.73,171.8
8,4.77,156.47
9,5.98,142.37
10,7.27,136.84
11,8.56,123.25
12,9.77,123.2
13,10.8,110.95
14,11.6,119.64
15,12.1,109.46
16,12.27,116.02
17,12.1,182.06
18,11.6,177.49
19,10.8,183.67
20,9.77,188.21
21,8.56,205.5
22,7.27,179.38
23,5.98,140.29
0,5.48,103.75
1,4.45,97.79
2,3.65,117.09
3,3.15,104.36
4,2.98,109.31
5,3.15,102.52
6,3.65,154.61
7,4.45,164.78
8,5.48,181.95
9,6.69,162.88
10,7.98,133.83
11,9.28,125.35
12,10.48,113.21
13,11.52,109.66
14,12.31,115.49
15,12.81,111.07
16,12.98,114.42
17,12.81,178.3
18,12.31,177.14
19,11.52,189.12
20,10.48,164.62
21,9.28,187.94
22,7.98,197.1
23,6.69,131.29
0,4.7,99.86
1,3.67,114.7
2,2.87,114.92
3,2.37,128.47
4,2.2,108.54
5,2.37,110.21
6,2.87,174.6
7,3.67,151.45
8,4.7,158.75
9,5.91,170.13
10,7.2,131.7
11,8.5,123.72
12,9.7,101.84
13,10.74,124.18
14,11.53,115.57
15,12.03,118.09
16,12.2,105.21
17,12.03,177.66
18,11.53,175.83
19,10.74,164.68
20,9.7,177.81
21,8.5,190.0
22,7.2,178.64
23,5.91,136.34
0,20.45,62.33
1,19.41,62.41
2,18.62,82.39
3,18.12,89.56
4,17.95,70.98
5,18.12,83.02
6,18.62,124.94
7,19.41,117.7
8,20.45,132.93
9,21.65,132.96
10,22.95,108.08
11,24.24,108.05
12,25.45,105.46
13,26.48,124.42
14,27.28,111.93
15,27.78,118.91
16,27.95,123.19
17,27.78,174.92
18,27.28,187.65
19,26.48,154.68
20,25.45,170.59
21,24.24,189.22
22,22.95,176.31
23,21.65,103.02
0,25.54,91.51
1,24.5,81.72
2,23.71,86.76
3,23.21,78.56
4,23.04,85.98
5,23.21,68.03
6,23.71,127.42
7,24.5,145.45
8,25.54,134.11
9,26.74,137.46
10,28.04,118.34
11,29.33,129.09
12,30.54,133.71
13,31.57,140.99
14,32.37,144.84
15,32.87,149.35
16,33.04,155.2
17,32.87,216.22
18,32.37,216.71
19,31.57,216.61
20,30.54,191.86
21,29.33,203.07
22,28.04,184.22
23,26.74,107.74
0,23.42,76.72
1,22.39,85.16
2,21.59,63.31
3,21.1,81.52
4,20.92,58.32
5,21.1,77.22
6,21.59,132.81
7,22.39,125.2
8,23.42,119.49
9,24.63,123.11
10,25.92,105.32
11,27.22,132.43
12,28.42,127.73
13,29.46,125.67
14,30.26,139.57
15,30.75,132.37
16,30.92,139.28
17,30.75,193.5
18,30.26,176.61
19,29.46,191.39
20,28.42,198.79
21,27.22,177.98
22,25.92,197.95
23,24.63,109.2
0,10.57,72.03
1,9.53,92.32
2,8.74,82.48
3,8.24,108.77
4,8.07,104.91
5,8.24,93.3
6,8.74,134.3
7,9.53,150.97
8,10.57,153.67
9,11.77,161.31
10,13.07,122.17
11,14.36,105.45
12,15.57,98.53
13,16.6,117.88
14,17.4,107.33
15,17.9,108.33
16,18.07,117.39
17,17.9,144.04
18,17.4,176.05
19,16.6,162.67
20,15.57,173.59
21,14.36,165.76
22,13.07,178.98
23,11.77,110.84
0,14.66,85.87
1,13.62,83.1
2,12.83,72.09
3,12.33,88.93
4,12.16,89.16
5,12.33,73.04
6,12.83,128.84
7,13.62,150.16
8,14.66,131.52
9,15.86,138.92
10,17.16,113.63
11,18.45,102.94
12,19.66,100.62
13,20.69,106.87
14,21.49,97.3
15,21.99,114.84
16,22.16,111.72
17,21.99,138.39
18,21.49,158.36
19,20.69,150.94
20,19.66,140.11
21,18.45,151.43
22,17.16,155.58
23,15.86,94.38
0,17.73,86.69
1,16.69,76.1
2,15.9,74.05
3,15.4,87.58
4,15.23,80.46
5,15.4,62.9
6,15.9,123.62
7,16.69,118.44
8,17.73,134.61
9,18.94,130.43
10,20.23,106.53
11,21.52,120.28
12,22.73,107.15
13,23.77,110.14
14,24.56,122.94
15,25.06,109.37
16,25.23,116.83
17,25.06,145.67
18,24.56,166.47
19,23.77,162.44
20,22.73,160.8
21,21.52,155.03
22,20.23,174.8
23,18.94,107.12
0,30.43,112.22
1,29.4,91.49
2,28.6,91.63
3,28.1,84.12
4,27.93,105.69
5,28.1,93.76
6,28.6,141.99
7,29.4,143.6
8,30.43,144.68
9,31.64,158.58
10,32.93,148.08
11,34.22,158.35
12,35.43,161.56
13,36.47,164.14
14,37.26,179.64
15,37.76,180.79
16,37.93,178.37
17,37.76,229.23
18,37.26,248.09
19,36.47,240.75
20,35.43,240.03
21,34.22,224.04
22,32.93,216.36
23,31.64,142.39
0,6.31,91.51
1,5.28,94.96
2,4.48,122.76
3,3.98,106.4
4,3.81,109.23
5,3.98,96.44
6,4.48,158.06
7,5.28,155.16
8,6.31,146.4
9,7.52,159.28
10,8.81,131.57
11,10.11,131.42
12,11.31,115.85
13,12.35,123.03
14,13.14,123.72
15,13.64,107.79
16,13.81,117.2
17,13.64,176.62
18,13.14,167.8
19,12.35,157.01
20,11.31,170.72
21,10.11,186.62
22,8.81,186.75
23,7.52,131.05
0,13.73,93.76
1,12.69,88.85
2,11.9,81.93
3,11.4,85.02
4,11.23,88.78
5,11.4,74.82
6,11.9,142.95
7,12.69,133.51
8,13.73,131.5
9,14.93,127.36
10,16.23,113.06
11,17.52,112.26
12,18.73,103.13
13,19.76,113.38
14,20.56,102.62
15,21.06,114.22
16,21.23,103.69
17,21.06,171.78
18,20.56,170.32
19,19.76,177.9
20,18.73,166.99
21,17.52,162.03
22,16.23,172.83
23,14.93,113.37
0,6.8,97.63
1,5.76,102.7
2,4.97,121.75
3,4.47,94.82
4,4.3,110.44
5,4.47,84.47
6,4.97,152.15
7,5.76,148.18
8,6.8,158.86
9,8.01,142.13
10,9.3,129.62
11,10.59,127.6
12,11.8,116.84
13,12.83,105.9
14,13.63,108.21
15,14.13,118.52
16,14.3,101.95
17,14.13,175.6
18,13.63,149.62
19,12.83,168.46
20,11.8,167.44
21,10.59,176.12
22,9.3,184.56
23,8.01,121.99
0,3.3,114.46
1,2.27,125.58
2,1.47,111.35
3,0.97,98.06
4,0.8,127.63
5,0.97,103.6
6,1.47,167.47
7,2.27,180.98
8,3.3,163.19
9,4.51,161.95
10,5.8,129.17
11,7.09,129.99
12,8.3,135.43
13,9.34,121.62
14,10.13,113.89
15,10.63,120.77
16,10.8,131.75
17,10.63,189.6
18,10.13,187.63
19,9.34,189.28
20,8.3,198.83
21,7.09,186.73
22,5.8,177.6
23,4.51,139.56
0,15.75,73.86
1,14.71,54.86
2,13.92,74.95
3,13.42,71.81
4,13.25,64.35
5,13.42,98.63
6,13.92,131.53
7,14.71,126.39
8,15.75,121.97
9,16.95,127.93
10,18.25,112.03
11,19.54,89.67
12,20.75,103.45
13,21.78,99.67
14,22.58,106.7
15,23.08,102.5
16,23.25,101.18
17,23.08,163.22
18,22.58,165.25
19,21.78,157.62
20,20.75,153.04
21,19.54,180.18
22,18.25,164.47
23,16.95,121.47
0,5.43,101.06
1,4.39,118.68
2,3.6,129.13
3,3.1,120.13
4,2.93,105.43
5,3.1,110.65
6,3.6,145.32
7,4.39,159.65
8,5.43,149.66
9,6.63,177.12
10,7.93,126.12
11,9.22,118.65
12,10.43,118.66
13,11.46,122.37
14,12.26,120.33
15,12.76,113.71
16,12.93,117.59
17,12.76,176.76
18,12.26,172.83
19,11.46,176.24
20,10.43,162.68
21,9.22,196.23
22,7.93,169.69
23,6.63,132.93
0,13.18,93.87
1,12.15,88.7
2,11.35,96.48
3,10.85,95.57
4,10.68,107.97
5,10.85,91.05
6,11.35,150.18
7,12.15,143.26
8,13.18,122.96
9,14.39,149.6
10,15.68,104.3
11,16.98,103.17
12,18.18,104.51
13,19.22,113.56
14,20.01,102.75
15,20.51,98.64
16,20.68,105.98
17,20.51,180.9
18,20.01,173.85
19,19.22,161.81
20,18.18,155.0
21,16.98,153.93
22,15.68,186.5
23,14.39,113.34
0,27.54,73.84
1,26.51,61.93
2,25.71,77.57
3,25.21,57.75
4,25.04,80.03
5,25.21,83.79
6,25.71,139.57
7,26.51,145.78
8,27.54,144.22
9,28.75,166.24
10,30.04,137.3
11,31.34,133.91
12,32.54,142.96
13,33.58,153.15
14,34.37,161.83
15,34.87,166.8
16,35.04,160.7
17,34.87,228.12
18,34.37,227.52
19,33.58,206.01
20,32.54,185.91
21,31.34,195.86
22,30.04,189.0
23,28.75,137.0
0,30.11,106.78
1,29.07,95.67
2,28.28,93.35
3,27.78,102.47
4,27.61,80.0
5,27.78,97.67
6,28.28,137.94
7,29.07,151.81
8,30.11,157.47
9,31.31,172.07
10,32.61,151.58
11,33.9,150.75
12,35.11,166.82
13,36.14,158.91
14,36.94,176.83
15,37.44,181.12
16,37.61,168.3
17,37.44,240.38
18,36.94,252.83
19,36.14,227.96
20,35.11,207.03
21,33.9,214.79
22,32.61,199.58
23,31.31,139.03
0,11.84,87.2
1,10.81,69.94
2,10.01,97.61
3,9.51,90.79
4,9.34,96.68
5,9.51,101.9
6,10.01,146.61
7,10.81,142.66
8,11.84,154.27
9,13.05,146.27
10,14.34,105.53
11,15.64,107.68
12,16.84,108.63
13,17.88,106.42
14,18.67,116.32
15,19.17,97.15
16,19.34,114.02
17,19.17,179.27
18,18.67,174.49
19,17.88,167.6
20,16.84,166.1
21,15.64,155.49
22,14.34,161.79
23,13.05,112.58
0,4.24,118.22
1,3.21,106.95
2,2.41,130.64
3,1.91,124.47
4,1.74,104.36
5,1.91,107.56
6,2.41,174.87
7,3.21,167.4
8,4.24,153.22
9,5.45,155.17
10,6.74,138.94
11,8.04,126.95
12,9.24,122.48
13,10.28,126.68
14,11.07,120.75
15,11.57,120.64
16,11.74,113.44
17,11.57,167.48
18,11.07,193.24
19,10.28,180.92
20,9.24,180.35
21,8.04,196.08
22,6.74,172.35
23,5.45,129.74
0,4.38,102.62
1,3.35,106.03
2,2.55,117.81
3,2.05,101.56
4,1.88,110.35
5,2.05,110.15
6,2.55,179.85
7,3.35,159.82
8,4.38,149.36
9,5.59,173.46
10,6.88,129.76
11,8.18,126.48
12,9.38,113.88
13,10.42,116.35
14,11.21,113.39
15,11.71,117.95
16,11.88,116.07
17,11.71,170.23
18,11.21,167.65
19,10.42,173.12
20,9.38,177.53
21,8.18,196.68
22,6.88,185.49
23,5.59,135.26
0,22.93,84.75
1,21.89,70.31
2,21.1,68.65
3,20.6,80.16
4,20.43,86.92
5,20.6,82.94
6,21.1,124.72
7,21.89,130.11
8,22.93,131.54
9,24.14,127.4
10,25.43,110.7
11,26.72,117.6
12,27.93,120.08
13,28.96,132.07
14,29.76,131.09
15,30.26,135.52
16,30.43,146.4
17,30.26,187.14
18,29.76,176.83
19,28.96,197.52
20,27.93,174.71
21,26.72,166.6
22,25.43,160.41
23,24.14,105.7
0,13.86,85.18
1,12.83,74.09
2,12.03,88.21
3,11.53,88.15
4,11.36,73.94
5,11.53,92.69
6,12.03,152.06
7,12.83,123.99
8,13.86,127.41
9,15.07,139.67
10,16.36,112.44
11,17.65,111.41
12,18.86,104.3
13,19.9,111.09
14,20.69,110.17
15,21.19,110.95
16,21.36,99.79
17,21.19,153.39
18,20.69,152.68
19,19.9,143.37
20,18.86,163.66
21,17.65,178.77
22,16.36,149.52
23,15.07,117.52
0,14.55,72.39
1,13.52,75.42
2,12.72,77.14
3,12.22,99.46
4,12.05,68.76
5,12.22,76.56
6,12.72,137.67
7,13.52,123.19
8,14.55,136.8
9,15.76,132.45
10,17.05,108.99
11,18.35,102.3
12,19.55,106.99
13,20.59,103.85
14,21.38,99.66
15,21.88,106.08
16,22.05,98.64
17,21.88,163.52
18,21.38,150.72
19,20.59,167.59
20,19.55,160.42
21,18.35,162.77
22,17.05,154.45
23,15.76,113.63
0,21.93,86.02
1,20.89,90.36
2,20.1,57.36
3,19.6,75.91
4,19.43,71.48
5,19.6,68.02
6,20.1,119.82
7,20.89,135.25
8,21.93,120.33
9,23.14,131.52
10,24.43,101.89
11,25.72,102.83
12,26.93,108.32
13,27.97,109.94
14,28.76,120.7
15,29.26,122.79
16,29.43,129.26
17,29.26,200.98
18,28.76,193.61
19,27.97,185.49
20,26.93,158.42
21,25.72,165.54
22,24.43,158.56
23,23.14,102.97
0,16.07,65.3
1,15.04,93.81
2,14.24,80.64
3,13.74,74.09
4,13.57,75.79
5,13.74,82.72
6,14.24,136.82
7,15.04,117.75
8,16.07,129.45
9,17.28,132.12
10,18.57,106.85
11,19.87,99.05
12,21.07,107.15
13,22.11,111.22
14,22.9,99.38
15,23.4,109.08
16,23.57,102.96
17,23.4,174.32
18,22.9,177.24
19,22.11,156.8
20,21.07,151.55
21,19.87,173.89
22,18.57,164.24
23,17.28,100.66
0,17.51,77.66
1,16.47,75.07
2,15.68,79.36
3,15.18,64.41
4,15.01,64.72
5,15.18,60.96
6,15.68,136.9
7,16.47,122.78
8,17.51,142.47
9,18.71,125.45
10,20.01,104.88
11,21.3,105.67
12,22.51,114.01
13,23.54,115.12
14,24.34,102.26
15,24.84,112.98
16,25.01,100.34
17,24.84,165.32
18,24.34,154.85
19,23.54,149.13
20,22.51,161.74
21,21.3,153.56
22,20.01,156.7
23,18.71,109.2
0,20.18,65.86
1,19.14,58.83
2,18.35,88.17
3,17.85,88.2
4,17.68,57.24
5,17.85,58.83
6,18.35,135.72
7,19.14,138.82
8,20.18,128.29
9,21.39,132.83
10,22.68,98.16
11,23.97,115.21
12,25.18,115.64
13,26.22,115.96
14,27.01,111.23
15,27.51,128.08
16,27.68,133.84
17,27.51,168.52
18,27.01,170.12
19,26.22,185.28
20,25.18,160.05
21,23.97,180.95
22,22.68,160.68
23,21.39,117.47
0,14.3,94.44
1,13.27,65.98
2,12.47,89.63
3,11.97,100.54
4,11.8,68.97
5,11.97,63.31
6,12.47,135.65
7,13.27,131.27
8,14.3,131.38
9,15.51,135.97
10,16.8,114.84
11,18.1,113.0
12,19.3,108.34
13,20.34,106.31
14,21.13,106.28
15,21.63,117.38
16,21.8,108.96
17,21.63,160.9
18,21.13,161.68
19,20.34,178.7
20,19.3,163.13
21,18.1,175.63
22,16.8,149.26
23,15.51,114.26
0,30.17,100.51
1,29.13,107.36
2,28.34,100.84
3,27.84,104.09
4,27.67,95.52
5,27.84,86.2
6,28.34,139.07
7,29.13,140.61
8,30.17,164.69
9,31.37,166.23
10,32.67,154.73
11,33.96,153.91
12,35.17,149.13
13,36.2,167.04
14,37.0,184.08
15,37.5,179.77
16,37.67,185.12
17,37.5,227.95
18,37.0,229.37
19,36.2,245.93
20,35.17,223.0
21,33.96,212.74
22,32.67,215.72
23,31.37,143.83
0,3.02,117.65
1,1.98,112.87
2,1.19,101.16
3,0.69,104.25
4,0.52,107.18
5,0.69,104.93
6,1.19,172.5
7,1.98,170.36
8,3.02,171.06
9,4.22,160.3
